name,player_positions,overall,potential,age,height,country
B. Jaroszek,CB,59,59,31,189,Poland
B. Radunović,GK,70,70,29,194,Serbia
Ma Haoqi,"RM, RW",47,60,20,178,China PR
Andrew,GK,75,81,24,189,Brazil
Wang Pengbo,"RB, RM",48,55,21,178,China PR
Carlos Travisso,GK,63,63,29,180,Brazil
S. Tangvik,GK,69,78,22,193,Norway
M. Zikrulla,"RB, RM",47,55,21,175,China PR
J. Lund,GK,66,69,26,185,Norway
R. Riou,GK,67,67,37,191,France
F. Woodman,GK,71,71,28,188,England
André Ferreira,GK,68,69,29,193,Portugal
Nivo Serpinho,GK,73,73,29,185,Brazil
Y. Diouf,GK,78,83,25,190,Senegal
A. Zborowski,CB,52,62,17,187,Poland
J. Öst,GK,63,63,34,194,Finland
Park Ho Young,CB,52,57,26,195,Korea Republic
Hwang Jung Gu,CB,48,62,19,188,Korea Republic
J. Necovski,CB,51,75,17,195,Australia
E. James,CB,53,62,20,191,Wales
C. Trueman,GK,62,62,29,186,England
S. Esposito,CB,50,67,20,184,Australia
J. Lynch,GK,61,61,32,188,England
N. Barrie,CB,52,72,19,181,Australia
L. Young,CB,51,61,19,188,England
L. Thomas,GK,68,68,33,191,Australia
T. Strakosha,GK,74,75,30,193,Albania
M. Silvestri,GK,72,72,34,191,Italy
D. Lazar,GK,65,65,33,184,Romania
G. Gallon,GK,73,73,32,187,France
J. Smith,CB,51,68,17,190,New Zealand
N. O'Brien,CB,51,64,17,175,Republic of Ireland
Juan Soriano,GK,75,77,27,185,Spain
C. Glover,ST,50,72,18,188,United States
Lucas França,GK,75,76,29,194,Brazil
S. Johnson,GK,68,68,36,190,United States
T. Dähne,GK,69,69,31,193,Germany
Liu Tiecheng,CB,48,63,19,177,China PR
L. Chevalier,GK,83,88,23,189,France
A. Singh,"ST, RW",48,61,21,173,India
N. Savonnier,CB,50,74,17,185,Switzerland
Kim Dong Joon,GK,68,68,30,189,Korea Republic
A. McCarthy,GK,70,70,35,193,England
D. Heuer Fernandes,GK,74,74,32,188,Portugal
Ș. Târnovanu,GK,72,77,25,197,Romania
Wang Guoming,GK,63,63,35,187,China PR
A. Aguerre,GK,69,69,34,181,Argentina
Diego Conde,GK,77,82,26,188,Spain
M. Festa,GK,68,68,33,190,Italy
P. Terracciano,GK,78,78,35,193,Italy
Qi Qiancheng,CB,50,64,19,184,China PR
A. Patterson,GK,73,78,25,189,England
Z. Boucher,GK,65,65,33,181,France
Shi Songchen,CB,50,65,19,187,China PR
J. Knightbridge,GK,55,69,21,191,England
P. Sisniega,GK,64,65,29,192,Mexico
Rubén Yáñez,GK,73,73,31,188,Spain
J. Beadle,GK,70,82,20,201,England
Fepe Limão,GK,67,67,33,184,Brazil
M. Turner,GK,74,74,31,191,United States
N. Labrović,GK,73,76,25,196,Croatia
A. Noppert,GK,68,68,31,203,Netherlands
F. Lanzillotta,GK,70,70,32,185,Argentina
L. Roberts,GK,66,67,30,194,England
R. Fernández,GK,70,70,37,191,Paraguay
D. Reimann,GK,69,70,28,186,Germany
Enzo Marteiro,GK,74,74,29,191,Brazil
Ezkieta,GK,72,74,28,193,Spain
L. Chichizola,GK,71,71,35,185,Argentina
S. George,GK,63,67,27,191,England
J. Joronen,GK,69,69,32,197,Finland
J. Torquato,"LB, LM",48,69,17,172,United States
T. Savin,GK,61,66,24,194,England
K. Mboma Dem,"ST, RW, CAM",49,57,23,185,France
R. O'Donnell,GK,62,62,36,188,England
S. Cleveland,GK,64,64,31,188,United States
L. Temple,CB,56,70,20,191,Republic of Ireland
B. Stuver,GK,69,69,34,191,United States
C. Ortag,GK,67,67,30,197,Germany
M. Travers,GK,72,75,26,191,Republic of Ireland
A. Saidi,ST,48,73,17,185,Tunisia
E. Centurión,GK,72,74,28,184,Argentina
N. Atubolu,GK,77,83,23,190,Germany
A. Schlager,GK,73,75,29,184,Austria
J. Devecchi,GK,70,71,29,188,Argentina
W. Norris,GK,67,67,31,195,England
F. Gebhardt,GK,68,75,23,189,Germany
Pedro López,GK,65,65,30,187,Spain
G. Singh,"CB, CM, RB",52,52,28,171,India
H. Moldovan,GK,71,73,27,189,Romania
P. Köhn,GK,77,80,27,190,Switzerland
L. Hrádecký,GK,81,81,35,192,Finland
F. Bednarek,GK,65,65,32,188,Poland
R. Zieler,GK,75,75,36,187,Germany
M. Maroši,GK,65,65,31,193,Slovakia
E. Gertmonas,GK,68,70,29,192,Lithuania
Victor Braga,GK,70,70,33,193,Brazil
J. Calderón,GK,61,65,27,185,Peru
B. Guzan,GK,68,68,40,193,United States
S. Frei,GK,72,72,39,191,United States
D. Ward,GK,70,70,32,191,Wales
K. Johnsson,GK,69,69,35,188,Sweden
J. Frick,GK,70,70,32,192,Switzerland
J. Willis,GK,69,69,36,196,United States
K. Joelsson,GK,63,67,27,183,Sweden
Marcelo Grohe,GK,75,75,38,188,Brazil
G. Siri,GK,62,72,22,183,Argentina
A. Ramula,GK,56,69,20,184,Finland
Raúl Fernández,GK,72,72,37,195,Spain
L. Lavagnino,GK,64,74,20,189,Argentina
M. Samassa,GK,72,72,35,198,Mali
Ricardo Batista,GK,71,71,38,193,Angola
S. Kapino,GK,68,68,31,196,Greece
J. Peñarrieta,GK,63,63,36,185,Bolivia
Jo Hyeon Woo,GK,75,75,33,189,Korea Republic
A. Lunin,GK,81,86,26,191,Ukraine
F. Bonansea,GK,64,68,27,183,Argentina
J. Broun,GK,73,73,39,190,Argentina
Germán Parreño,GK,66,66,32,191,Spain
H. Jurjus,GK,66,66,31,188,Netherlands
M. Tagliamonte,GK,68,68,27,194,Argentina
P. Bråtveit,GK,68,70,29,188,Norway
R. Majecki,GK,77,80,25,193,Poland
H. Verhulst,GK,65,65,32,193,Netherlands
B. Wilson,GK,68,68,32,190,England
J. Day,GK,60,60,34,190,England
M. Gersbeck,GK,68,68,30,187,Germany
E. Horvath,GK,69,70,30,193,United States
L. Requena,GK,64,64,37,186,Argentina
Victorino Magela,GK,74,74,25,188,Brazil
Cha Jun Young,CB,51,63,21,188,Korea Republic
M. Sémbène,CB,51,54,27,187,Senegal
O. Dovin,GK,70,79,22,187,Sweden
Z. Clark,GK,70,70,33,193,Scotland
Abdou Maiga,"CB, LB",54,68,18,177,Mali
Luís Maximiano,GK,72,75,26,190,Portugal
Zhang Bin,CB,49,57,20,184,China PR
I. Radu,GK,74,74,28,188,Romania
M. Männel,GK,67,67,37,183,Germany
G. Akkan,GK,69,70,30,188,Turkiye
A. Villa,GK,61,69,23,196,Ecuador
Q. Beunardeau,GK,66,66,31,184,France
D. Grimshaw,GK,67,71,27,185,England
L. Kelly,GK,67,67,29,184,Scotland
Qiao Junxi,CB,47,55,20,185,China PR
M. Carnesecchi,GK,84,88,25,191,Italy
H. Sundaramm,GK,54,54,33,195,India
M. Kovář,GK,75,80,25,196,Czechia
B. Lecomte,GK,74,74,34,186,France
J. Bijlow,GK,75,76,27,188,Netherlands
Joel Robles,GK,73,73,35,195,Spain
M. O'Leary,GK,70,73,28,185,Republic of Ireland
A. Kann,GK,66,66,34,193,United States
P. Drewes,GK,71,71,32,194,Germany
Ruan Jingwei,CB,50,58,20,192,China PR
P. Galindo,GK,64,65,30,180,Bolivia
A. Niang,CB,50,60,19,186,Senegal
Márcio Velinha,GK,68,68,33,188,Brazil
Raúl Lizoain,GK,69,69,34,188,Spain
S. Perilli,GK,67,67,30,195,Italy
F. Rønnow,GK,80,80,32,188,Denmark
N. Ratti,GK,69,69,31,179,Argentina
J. Dahlin,GK,71,71,38,192,Sweden
J. Bonham,GK,65,65,31,192,Republic of Ireland
S. Meitei,"CB, RB, LB, RM",53,53,31,180,India
M. Sourzac,GK,64,64,33,186,France
L. Lezzerini,GK,69,69,30,195,Italy
Freder Cabral,GK,73,73,29,188,Brazil
F. Müller,GK,72,74,27,190,Germany
J. Roche,CB,50,66,17,184,Republic of Ireland
V. Belec,GK,73,73,35,193,Slovenia
G. Morris,GK,61,61,41,183,England
M. Kolke,GK,67,67,34,187,Germany
N. Trott,GK,70,73,26,188,England
M. Kukucka,GK,61,68,23,191,Slovakia
N. Schmid,GK,71,74,28,195,Austria
A. Kaabi,CB,47,61,20,180,Saudi Arabia
L. Burge,GK,63,63,32,185,England
P. Abrahamsson,GK,67,67,36,190,Sweden
P. Tytoń,GK,66,66,38,195,Poland
Li Shanghan,CB,49,64,19,188,China PR
Kim Gyeong Min,GK,69,69,33,189,Korea Republic
J. Vickers,GK,67,67,29,193,England
A. Bayındır,GK,75,77,27,198,Turkiye
Kim Jee Won,"CB, ST",50,61,21,190,Korea Republic
Rafael,GK,68,68,35,186,Brazil
Jing Boxi,CB,49,62,19,190,China PR
O. Hedvall,GK,66,70,26,195,Denmark
B. Amos,GK,62,62,35,193,England
A. Sherri,GK,68,71,27,197,Albania
A. Micai,GK,70,70,31,186,Italy
E. McGinty,GK,65,70,25,194,Republic of Ireland
G. Değirmenci,GK,68,68,36,185,Turkiye
M. Lansing,GK,66,66,31,193,United States
Marcos Felipe,GK,67,69,29,188,Brazil
N. Losada,GK,73,73,32,184,Argentina
I. Nevistić,GK,70,72,26,193,Croatia
E. Bores,GK,61,72,22,185,Venezuela
P. Kumar Venkatesh,CB,48,55,22,170,India
E. Basilio,GK,71,71,30,187,France
M. Łubik,GK,64,72,21,190,Poland
Kang Jiawei,CB,48,54,20,184,Korea Republic
Wu Qipeng,CB,49,64,18,180,China PR
P. Nardi,GK,73,73,31,187,France
E. Ólafsson,GK,70,74,25,201,Iceland
O. Christensen,GK,71,74,26,190,Denmark
J. Wollacott,GK,63,64,28,190,Ghana
Cho Hyun Woo,CB,49,58,20,187,Korea Republic
Kang Hyeon Mu,GK,69,69,30,185,Korea Republic
Álvaro Ferllo,GK,74,78,27,186,Spain
M. Engelhardt,GK,64,64,32,191,Germany
J. Karlstrøm,GK,68,71,28,200,Norway
G. Mamardashvili,GK,84,87,24,199,Georgia
S. Moore,GK,59,59,30,194,England
M. Pisseri,GK,66,66,33,188,Italy
A. Singh,GK,66,66,32,186,India
Kwon Do Yeong,CB,51,60,22,183,Korea Republic
R. Romo,GK,73,73,35,196,Venezuela
R. Yadav,"RB, RM",49,51,23,176,India
G. Marinelli,GK,68,68,36,180,Argentina
Kim Dae Hyeon,CB,50,58,23,186,Korea Republic
İ. Eğribayat,GK,75,79,27,193,Turkiye
Shen Huanming,CB,48,54,21,187,China PR
J. Placide,GK,69,69,37,181,Haiti
A. Olliero,GK,68,70,29,193,France
O. Buur,GK,57,76,18,192,Denmark
T. Sippel,GK,66,66,37,183,Germany
E. Ødegaard,GK,65,70,26,186,Norway
Zhang Boxuan,ST,48,60,17,180,China PR
A. Oxborough,GK,64,65,27,196,England
G. Slonina,GK,68,80,21,193,United States
J. Staněk,GK,76,76,29,192,Czechia
C. Walton,GK,69,71,29,195,England
F. Bardi,GK,73,73,33,188,Italy
Guille Vallejo,GK,65,65,30,183,Spain
H. Nongtdu,"CB, RB, LB",50,58,21,186,India
T. King,GK,64,64,30,194,Wales
J. Heekeren,GK,66,74,24,196,Germany
Z. Suzuki,GK,74,82,22,190,Japan
J. Lössl,GK,71,71,36,195,Denmark
R. Matthews,GK,63,63,31,192,England
A. Bukhari,GK,59,62,28,194,Saudi Arabia
S. Desplanches,GK,71,81,22,189,Italy
Miguel Bañuz,GK,64,64,32,185,Spain
E. Henriksson,GK,59,70,22,198,Finland
M. Dupé,GK,74,74,32,188,France
I. Zaid,GK,62,62,35,190,Saudi Arabia
M. Bułka,GK,79,85,25,199,Poland
A. Tagnaouti,GK,70,72,29,186,Morocco
G. Goodman,CB,53,66,18,192,Northern Ireland
A. Gianniotis,GK,73,73,32,192,Greece
S. Perisan,GK,69,72,27,192,Italy
H. Keto,GK,64,67,27,192,Finland
J. Stevens,GK,63,65,27,188,England
D. Phillips,GK,66,67,30,188,England
M. Borgogno,GK,65,69,26,187,Argentina
Mailson,GK,74,76,28,200,Brazil
S. Pérez,GK,69,69,34,180,Chile
J. Brady,GK,55,57,28,182,Republic of Ireland
J. Storevik,GK,65,67,28,188,Norway
B. Sarnavskyi,GK,64,64,30,189,Ukraine
J. Whitworth,GK,66,78,21,179,England
I. Chicco,GK,69,71,29,184,Argentina
Yoon Pyung Gook,GK,63,63,33,189,Korea Republic
S. Şahin-Radlinger,GK,71,71,32,198,Austria
H. Konaté,GK,62,63,30,182,Burkina Faso
S. Eastwood,GK,63,63,36,188,England
I. Ivušić,GK,72,73,30,195,Croatia
R. Vitek,GK,71,79,21,198,Czechia
T. Sander,GK,64,77,20,192,Denmark
H. Galíndez,GK,74,74,38,189,Ecuador
Agirrezabala,GK,76,83,24,187,Spain
O. Sail,GK,63,64,29,197,New Zealand
Caio Secco,GK,67,67,34,195,Brazil
W. Falcone,GK,81,81,30,196,Italy
Kwak Sung Hun,CB,49,60,19,190,Korea Republic
André Gomes,GK,69,80,20,182,Portugal
L. Zima,GK,69,69,31,197,Czechia
D. Seimen,GK,66,84,19,190,Germany
Pedro Trigueira,GK,65,65,37,192,Portugal
A. Heaney,CB,48,62,20,182,Republic of Ireland
N. Al Aqidi,GK,72,78,25,188,Saudi Arabia
M. Branderhorst,GK,71,71,31,192,Netherlands
J. Letáček,GK,69,74,26,196,Czechia
D. Melo,GK,62,62,31,179,Chile
L. Andrenacci,GK,66,66,30,183,Italy
B. Clarke,GK,60,60,39,185,Republic of Ireland
D. Rogers,GK,59,59,31,185,Republic of Ireland
S. Bhanwala,CB,52,58,25,190,India
F. Kurto,GK,67,67,34,191,Poland
L. Unnerstall,GK,78,78,34,198,Germany
J. Duncan,GK,62,62,32,189,Australia
M. Nicolas,GK,75,77,27,193,Germany
I. Lawlor,GK,60,60,30,193,Republic of Ireland
H. Castillo,GK,70,70,31,188,Colombia
P. Bernardoni,GK,71,73,28,193,France
Nicolas,GK,67,67,37,190,Brazil
Jung Yoon Seo,CB,52,65,20,193,Korea Republic
Lyu Jiaqiang,CB,47,60,20,180,China PR
A. Begović,GK,70,70,38,199,Bosnia and Herzegovina
S. Ulreich,GK,73,73,36,192,Germany
He Bizhen,CB,47,54,22,180,China PR
Dani Cárdenas,GK,75,78,28,186,Spain
B. Maher,GK,62,66,24,185,Republic of Ireland
M. Sarr,GK,65,65,28,187,Senegal
Han Jiaqi,GK,63,68,25,185,China PR
M. Malaeka,GK,64,64,39,186,Saudi Arabia
A. Linde,GK,69,69,31,196,Sweden
M. Eppink,GK,56,68,19,192,Netherlands
D. Batz,GK,68,68,34,191,Germany
T. Boss,GK,64,64,32,186,Germany
M. Müller,GK,75,75,31,192,Germany
M. Delavallée,GK,70,81,21,180,Belgium
L. Lund,GK,67,72,25,195,Denmark
M. Okoye,GK,74,78,25,197,Nigeria
M. Salvi,GK,61,61,31,188,Switzerland
A. Brunst,GK,66,67,29,195,Germany
D. Thiam,GK,70,73,27,202,Senegal
K. Van Langendonck,GK,68,68,36,187,Belgium
D. Stojanović,GK,70,70,31,196,North Macedonia
O. Goodman,GK,65,72,21,193,England
J. Cozzani,GK,70,75,26,184,Argentina
Iñaki Peña,GK,76,81,26,184,Spain
André Milazisco,GK,72,72,29,188,Brazil
M. Hansen,GK,64,64,35,188,Denmark
J. Aguirre,GK,71,71,33,180,Colombia
Jairo Farnias,GK,70,70,25,179,Brazil
E. Vaessen,GK,70,71,29,189,Suriname
Tiago Sá,GK,66,66,30,185,Portugal
D. Sommariva,GK,62,65,27,185,Italy
R. Al Najjar,GK,54,55,30,189,Saudi Arabia
D. Epassy,GK,65,65,32,189,Cameroon
R. Di Gennaro,GK,68,68,31,186,Italy
N. Contini,GK,67,69,29,190,Italy
Rafael de Aseiro,GK,67,67,29,190,Brazil
Wiliam Santinho,GK,71,71,29,195,Brazil
Renan Ribeiro,GK,67,67,35,193,Brazil
M. Nilsson Säfqvist,GK,64,64,31,193,Sweden
N. Jackers,GK,70,70,27,187,Belgium
M. Vicentini,GK,64,64,34,187,Argentina
I. James,CB,50,63,17,188,United States
R. Farro,GK,63,63,40,179,Peru
J. Storch,GK,66,66,32,189,Denmark
N. Leali,GK,71,71,32,188,Italy
D. Odumosu,GK,57,60,24,187,Republic of Ireland
Peng Xiao,CB,48,61,19,192,China PR
H. Lindner,GK,67,67,34,187,Austria
M. Stryjek,GK,65,67,28,188,Poland
A. Wichne,GK,62,62,28,182,Norway
J. Carranza,GK,70,70,44,186,Argentina
K. Roos,GK,64,64,33,196,Netherlands
R. Koeman Jr.,GK,67,67,30,188,Netherlands
J. Pollersbeck,GK,67,67,30,195,Germany
M. Bettinelli,GK,70,70,33,194,England
J. Soto,GK,70,70,31,188,Colombia
Á. Campos,GK,69,69,32,182,Peru
G. Crettaz,GK,70,76,25,184,Argentina
S. McDermott,GK,66,66,32,185,Republic of Ireland
C. Mathenia,GK,67,67,33,190,Germany
J. Coleman,GK,60,60,29,198,England
J. Grahl,GK,64,64,36,192,Germany
T. Sultani,GK,67,71,27,185,Argentina
N. Vasilj,GK,77,78,29,193,Bosnia and Herzegovina
J. Walsh,GK,61,70,23,185,England
K. Heide,GK,63,77,19,189,Germany
Kaíquão Castro,GK,75,75,29,190,Brazil
J. de Lange,GK,73,76,27,190,Netherlands
N. Insfrán,GK,71,71,30,179,Argentina
E. Taşkıran,GK,69,69,35,191,Turkiye
Zhang Zhaozhi,CB,48,55,21,188,China PR
G. Smith,GK,62,62,31,185,England
V. Vasić,GK,63,63,35,187,Serbia
S. Dieng,GK,70,71,30,193,Senegal
Kim Da Sol,GK,65,65,36,188,Korea Republic
N. Törnqvist,GK,70,79,23,195,Sweden
A. Palmer,GK,73,75,28,191,England
B. Maubleu,GK,70,70,35,192,France
R. Leszczyński,GK,65,65,33,187,Poland
C. Gordon,GK,67,67,42,193,Scotland
D. Iliev,GK,66,66,30,195,North Macedonia
Wu Yake,GK,66,66,34,187,China PR
A. Saipi,GK,71,77,24,194,Kosovo
S. Lammens,GK,78,87,22,193,Belgium
A. Maynard-Brewer,GK,64,66,26,188,Australia
B. Killip,GK,63,65,29,188,England
S. Thomas,GK,61,61,35,191,Canada
T. Defourny,GK,65,65,33,194,Belgium
Iván Villar,GK,73,76,27,186,Spain
L. Ward,GK,58,59,28,195,England
P. Rajković,GK,80,82,29,191,Serbia
Bento,GK,80,85,26,190,Brazil
J. Fischer,GK,69,75,23,197,Denmark
R. Rúnarsson,GK,67,67,30,186,Iceland
S. Colombi,GK,67,67,34,188,Italy
M. Michel,GK,66,66,33,189,France
E. Hernández,GK,64,64,39,184,Uruguay
A. Bono,GK,65,65,31,191,United States
Traeira Lopes,GK,67,67,29,192,Brazil
J. Archer,GK,64,64,32,191,Scotland
B. Siegrist,GK,70,70,33,196,Switzerland
A. Sosa,GK,64,64,29,183,Argentina
Julián Cuesta,GK,65,65,34,196,Spain
Park Chung Hyo,GK,61,61,35,188,Korea Republic
J. Fabri,GK,62,62,31,183,France
I. Suárez,GK,67,76,23,184,Uruguay
B. Lundt,GK,58,60,29,198,Germany
M. Jedlička,GK,75,76,27,187,Czechia
R. Doohan,GK,61,63,27,186,Scotland
J. Anang,GK,67,73,25,190,Ghana
G. Salvatierra,GK,62,62,33,188,Bolivia
E. Edwards Jr.,GK,62,62,33,191,United States
Fang Jingqi,GK,65,65,32,188,China PR
S. Lung,GK,62,62,36,189,Romania
B. Kamara,GK,70,71,28,196,Senegal
M. Grandi,GK,60,60,32,190,Italy
O. Kolář,GK,67,67,30,193,Czechia
J. Busk,GK,66,66,31,189,Denmark
Juan Pérez,GK,67,69,28,187,Spain
Du Jia,GK,59,59,32,186,China PR
M. Sandberg,GK,66,66,34,191,Sweden
N. Lomb,GK,66,66,31,186,Germany
A. Cairns,GK,63,63,32,183,England
T. Guivarch,GK,66,67,29,195,France
Dong Chunyu,GK,61,61,34,187,China PR
D. Mesenhöler,GK,62,62,29,188,Germany
V. Cojocaru,GK,70,71,29,195,Romania
G. Chatterjee,GK,64,64,39,195,India
K. Klaesson,GK,68,74,24,189,Norway
A. Meyer,GK,75,75,34,195,Germany
C. Pinsoglio,GK,69,69,35,194,Italy
Iturbe,GK,66,78,21,186,Spain
J. Schendelaar,GK,72,78,24,187,Netherlands
T. Loska,GK,63,65,29,190,Poland
Álex Domínguez,GK,66,70,26,186,Spain
L. Wedl,GK,60,60,29,186,Austria
F. Fielding,GK,63,63,37,180,England
A. Schwolow,GK,70,70,33,190,Germany
A. Kinský,GK,75,81,22,190,Czechia
G. Long,GK,66,66,31,193,England
C. Sánchez,GK,66,71,25,193,Cuba
J. Talbot,GK,58,61,28,180,Republic of Ireland
E. Salinas,GK,63,71,22,191,Argentina
O. Jansson,GK,64,64,34,187,Sweden
L. Kokubo,GK,70,77,24,193,Japan
S. Meza,GK,72,78,25,185,Argentina
D. Bingham,GK,65,65,35,188,United States
Ma Zhen,GK,67,70,27,196,China PR
M. Birighitti,GK,63,63,34,189,Australia
J. Parra,GK,66,72,25,184,Colombia
Sun Guoliang,CB,51,51,34,182,China PR
R. Saracho,GK,67,67,31,193,Argentina
I. Grbić,GK,72,72,29,195,Croatia
P. Klewin,GK,62,62,31,192,Germany
Shao Puliang,GK,62,62,35,187,China PR
L. Thomas,GK,59,60,27,185,Wales
M. Oxley,GK,58,58,34,190,England
J. Smith,GK,64,64,30,183,England
K. Lamprou,GK,66,66,33,178,Greece
K. Hein,GK,73,81,23,193,Estonia
Adrian Scitto,GK,74,74,29,193,Brazil
Jo Hyun Tae,CB,49,61,20,187,Korea Republic
A. Bellaarouch,GK,68,75,23,189,Morocco
M. Peano,GK,67,69,26,188,Argentina
Charles,GK,69,69,31,186,Brazil
M. Schubert,GK,65,69,27,187,Germany
F. Israel,GK,75,80,25,190,Uruguay
R. Gurtner,GK,69,69,38,182,France
E. Johansen,GK,62,62,32,201,Norway
I. Vekić,GK,67,71,27,192,Slovenia
Z. MacMath,GK,65,65,33,188,United States
M. Ingram,GK,67,67,31,191,England
J. Markovič,GK,72,76,23,187,Czechia
L. Meuli,GK,63,69,24,185,Argentina
L. Amadé,GK,68,74,25,192,Argentina
G. Wickens,GK,63,70,23,194,England
M. Popa,GK,63,70,24,190,Romania
Mika,GK,66,66,34,195,Portugal
E. Berisha,GK,72,72,36,194,Albania
M. Vigorito,GK,64,64,35,187,Italy
R. Risser,GK,72,82,20,193,France
M. Macey,GK,64,64,30,201,England
R. Solís,GK,69,73,27,179,Peru
F. Lehmann,GK,61,61,36,193,Germany
P. Sequeira,GK,71,76,26,190,Costa Rica
A. Al Kassar,GK,63,63,34,177,Saudi Arabia
S. Madejski,GK,67,67,28,189,Poland
Vítor Angulho,GK,70,70,29,182,Brazil
R. Gikiewicz,GK,66,66,37,189,Poland
J. Mall,GK,70,70,34,197,Cyprus
V. Reyes,GK,64,77,21,194,Chile
D. Dibusz,GK,78,78,34,188,Hungary
J. Widell Zetterström,GK,71,75,26,197,Sweden
K. Kamiński,GK,63,63,34,191,Poland
D. Peretz,GK,73,79,24,190,Israel
Iker Álvarez,GK,67,72,23,190,Andorra
Han Tae Hui,GK,57,69,20,197,Korea Republic
M. Silva,GK,69,69,42,187,Uruguay
A. Fisher,GK,66,70,27,183,England
J. Hamilton,GK,60,60,31,189,Scotland
P. Nagarajan,GK,58,58,35,189,India
E. Balcombe,GK,63,68,25,190,England
D. Marzino,GK,57,59,28,184,Switzerland
C. Burton,GK,62,62,28,188,England
C. Raatsie,GK,67,76,23,188,Netherlands
H. Bernat,GK,65,73,24,192,Denmark
V. Johansson,GK,74,76,26,186,Sweden
A. Romero,GK,61,64,27,189,Mexico
N. Lemaître,GK,70,72,28,189,France
F. Ruberto,GK,65,65,32,187,Switzerland
K. Eissa,GK,70,70,35,179,United Arab Emirates
G. Poussin,GK,72,77,26,186,France
N. Thiede,GK,66,71,26,186,Germany
V. Andersson,GK,61,71,21,189,Sweden
S. Britos,GK,71,71,37,190,Uruguay
L. Vásquez,GK,66,68,29,186,Colombia
L. Zidane,GK,71,75,27,183,France
T. Castella,GK,61,61,32,185,Switzerland
G. Singh Sandhu,GK,58,58,33,197,India
Gabriel Souza,GK,65,67,28,193,Brazil
K. Scherpen,GK,73,78,25,206,Netherlands
D. Vásquez,GK,72,75,27,195,Colombia
L. Plogmann,GK,67,72,25,188,Germany
S. Tickle,GK,67,75,23,187,England
S. Magomedaliyev,GK,70,70,31,185,Azerbaijan
T. Erlandsson,GK,65,67,28,194,Sweden
Oh Seung Hoon,GK,65,65,37,192,Korea Republic
A. Okonkwo,GK,69,77,23,196,England
Luciano Cacheira,GK,69,69,29,181,Brazil
J. Keeley,GK,65,75,22,191,Republic of Ireland
R. Himmelmann,GK,66,66,36,187,Germany
Luiz Júnior,GK,77,85,24,194,Brazil
H. Valdimarsson,GK,68,76,23,195,Iceland
Ricardo Friedrich,GK,66,66,32,188,Brazil
S. Hornby,GK,58,58,30,185,England
A. Šemper,GK,71,74,27,194,Croatia
R. Cordano,GK,66,71,26,185,Bolivia
C. Moreno,GK,72,75,27,190,Mexico
N. Čavlina,GK,67,73,23,191,Croatia
A. Davies,GK,68,68,32,185,Wales
A. Buzbuchi,GK,68,68,31,190,Romania
S. Turati,GK,74,82,23,188,Italy
K. Kahlina,GK,75,75,32,188,Croatia
M. Caillard,GK,67,67,31,192,France
B. Wade,GK,56,58,24,188,England
J. Pavlenka,GK,74,74,33,196,Czechia
S. Walker,GK,63,63,33,198,England
M. Bignetti,GK,61,69,21,190,Austria
F. Plach,GK,69,69,33,192,Slovakia
O. De Wolf,GK,75,75,28,190,Belgium
J. Surovčík,GK,65,73,23,197,Slovakia
Jung Seung Bin,CB,50,66,18,197,Korea Republic
Francisco Silva,GK,64,77,19,193,Portugal
C. Căbuz,GK,68,70,29,187,Romania
B. Mrozek,GK,72,77,25,191,Poland
S. van Gassel,GK,68,70,28,186,Netherlands
Fortuño,GK,65,75,23,183,Spain
J. Maurer,GK,63,63,36,188,United States
G. Gavrilaș,GK,62,62,34,185,Romania
P. Schulte,GK,71,79,24,193,United States
Han Rongze,GK,55,55,32,190,China PR
Ailton Cardenhas,GK,71,71,25,193,Brazil
A. Østbø,GK,64,64,34,183,Norway
L. Nicholls,GK,66,66,32,191,England
P. Charles,GK,65,78,19,185,Northern Ireland
B. Leroy,GK,68,68,36,184,France
L. McGee,GK,60,60,29,193,England
J. Marcinkowski,GK,65,67,28,186,United States
I. De Arruabarrena,GK,73,74,28,183,Uruguay
A. Abedzadeh,GK,68,68,32,186,Iran
L. Hägg Johansson,GK,61,61,30,189,Sweden
M. Hudson,GK,59,61,26,193,England
T. Rönning,GK,64,69,26,201,Sweden
Hwang In Jae,GK,69,69,31,187,Korea Republic
D. Mitov Nilsson,GK,65,65,34,190,North Macedonia
D. Button,GK,62,62,36,191,England
S. Silva,GK,68,73,26,186,Uruguay
H. Ravas,GK,67,70,27,195,Slovakia
B. Tóth,GK,66,67,27,189,Hungary
Y. Thoelen,GK,64,64,34,188,Belgium
F. Bredlow,GK,71,71,30,190,Germany
R. Neshcheret,GK,70,77,23,190,Ukraine
F. Stanković,GK,74,82,23,187,Serbia
O. Evans,GK,60,60,28,188,Wales
Nelson Freitosa,GK,64,64,29,185,Brazil
A. Sauvage,GK,66,66,33,186,France
L. Jonsson,GK,66,66,32,191,Sweden
L. Bruera,GK,68,72,27,185,Argentina
Y. Fofana,GK,76,81,24,194,Côte d'Ivoire
F. Ravaglia,GK,70,75,25,196,Italy
V. Birksø,GK,66,74,24,188,Denmark
João Virgínia,GK,71,74,25,192,Portugal
C. Kearns,GK,67,69,27,188,Republic of Ireland
L. Jungwirth,GK,64,78,21,193,Austria
M. Kikolski,GK,66,74,21,193,Poland
J. Papaleo,GK,68,68,31,186,Argentina
N. Tzanev,GK,60,60,28,195,New Zealand
Fran Vieites,GK,71,74,26,196,Spain
G. Coucke,GK,68,72,26,187,Belgium
